devices/device_type,devices/device_id,devices/aircraft_model,devices/registration,devices/cn,devices/tracked,devices/identified,devices/aircraft_type
O,405A0D,Twin Astir I,G-CHBK,,Y,Y,1
O,405A0E,Nimbus 2,G-CFRC,998,Y,Y,1
F,405A10,SZD-48-1 Jantar Std 2,G-CFDX,FDX,Y,Y,1
I,405A12,ASK-21,G-CKRW,R19,Y,Y,1
I,405A14,Pegasus,G-TPAL,,Y,Y,3
I,405A19,Ventus 2ct,G-CKCE,24,Y,Y,1
I,405A1B,LS-4,G-CHLB,365,Y,Y,1
F,405A30,ASW-15,G-CHGF,,Y,Y,1
F,405A31,ASK-21,G-CJGE,K21,Y,Y,1
F,405A42,Mosquito,G-DDUB,912,Y,Y,1
F,405A43,DG-300,G-DFCM,411,Y,Y,1
F,405A4D,LS-6 18,G-CHGP,L6,Y,Y,1
I,405A4E,Ka-6 e,G-CLKU,LKU,Y,Y,1
F,405A57,SZD-50 Puchacz,G-CHYP,HYP,Y,Y,1
I,405A58,Astir CS,G-DDFR,DFR,Y,Y,1
F,405A5A,Std. Astir II,G-DEEO,EEO,Y,Y,1
F,405A6F,ASK-13,G-CFYY,S,Y,Y,1
I,405A72,Discus t,G-CJJD,JJD,Y,Y,1
F,405A78,ASG-29E,G-CKRV,700,Y,Y,1
F,405A84,DG-100,G-SHHH,EKP,Y,Y,1
F,405A87,ASW-20,G-ODCH,212,Y,Y,1
F,405A8F,ASW-19,G-CHDV,J34,Y,Y,1
F,405A9D,Libelle Std,G-DCMR,LL,Y,Y,1
F,405AA2,SZD-50 Puchacz,G-EHCC,HCC,Y,Y,1
I,405AA8,LS-4,G-CFLF,Z,Y,Y,1
F,405AB1,Mosquito,G DDWB,733,Y,Y,1
F,405AB8,Cirrus Std,G-CFGU,806,Y,Y,1
I,405AB9,PW-5,G-CJKB,LU,Y,Y,1
I,405ABE,ASK-21,G-DETA,ETA,Y,Y,1
F,405AC0,Mini Nimbus,G-DDSP,270,Y,Y,1
F,405AC3,Discus,G-CFER,FER,Y,Y,1
I,405AC4,Pegase,G-CKAE,KAE,Y,Y,1
F,405AC5,Discus bT,G-CJVG,VG,Y,Y,1
F,405ACD,Discus t,G-CFYX,FYX,Y,Y,1
F,405AD1,DG-600,G-CFPW,606,Y,Y,1
F,405AD4,Ka-6 cr,G-DBWC,,Y,Y,1
I,405ADB,LS-4,G-DESC,379,Y,Y,1
F,405ADC,DG-100,G-DENU,435,Y,Y,1
F,405ADF,Cirrus,G-CKBT,633,Y,Y,1
F,405AE2,Libelle Std,G-DCRS,MK2,Y,Y,1
F,405AEB,Discus,G-CGDR,GDR,Y,Y,1
F,405AEE,Libelle Std,G-CGAU,725,Y,Y,1
F,405AF3,Cirrus Std,G-DCTT,873,Y,Y,1
F,405AF5,DG-200,G-CJKF,JKF,Y,Y,1
I,405AF8,Astir Club,G-CJPM,JPM,Y,Y,1
F,405B00,Astir CS-77,G CHBM,HBM,Y,Y,1
O,405B0D,Robinson R44,G-GERS,,Y,Y,4
I,405B0E,Ventus,G-CHHN,979,Y,Y,1
F,405B17,Slingsby Vega 15m,G-DECJ,ECJ,Y,Y,1
F,405B18,Ka-6 cr,G-DCJY,CJY,Y,Y,1
F,405B2F,Ka-8,G-DCYZ,CYZ,Y,Y,1
F,405B31,Slingsby Vega 15m,G-DEGT,EGT,Y,Y,1
F,405B32,PIK-20 D,G-DDWS,728,Y,Y,1
F,405B33,ASK-21,G-DERJ,R35,Y,Y,1
F,405B37,ASK-21,G-CKEJ,KEJ,Y,Y,1
F,405B3E,Slingsby Vega 15m,G-EEBA,EBA,Y,Y,1
F,405B47,ASK-13,G-EEBL,EBL,Y,Y,1
I,405B59,ASK-13,G-CHMV,HMV,Y,Y,1
I,405B5F,Ka-8,G-CJOZ,JOZ,Y,Y,1
F,405B61,Unknown,,,Y,Y,6
I,405B7A,Astir Club,G-DEKF,EKF,Y,Y,1
F,405B87,Janus C,G-CJVV,J50,Y,Y,1
I,405B92,Ka-8,G-DCMN,CMN,Y,Y,1
F,405BA9,ASK-13,G-DDLC,C,Y,Y,1
F,405BAE,Libelle Std,G-DCMW,JD,Y,Y,1
I,405BB6,DG-300,G-CHVM,393,Y,Y,1
F,405BB7,LS-8 18,G-CJNK,A8,Y,Y,1
I,405BB8,LS-8 18,G-FLUZ,618,Y,Y,1
I,405BBA,Astir CS-77,G-EEVL,EVL,Y,Y,1
F,405BC0,LS-8,GCKSD,IT,Y,Y,1
F,405BC5,Zugvogel IIIb,G-CFVL,ZU6,Y,Y,1
F,405BC7,ASW-20,G-DEAE,107,Y,Y,1
F,405BC9,Discus,G-CFKM,SH3,Y,Y,1
F,405BCA,ASK-21,G-CLWA,774,Y,Y,1
F,405BCB,A380,G-DEOD,SH1,Y,Y,1
F,405BCC,Astir Club,G-CJSH,SH9,Y,Y,1
F,405BD2,ASK-13,G-DDUE,DUE,Y,Y,1
F,405BD3,ASK-21,G-CJKK,A12,Y,Y,1
F,405BD4,ASK-21,G-CHYS,A14,Y,Y,1
I,405BD5,ASK-13,G-CJRX,R41,Y,Y,1
F,405BEA,Ka-6 e,G-CJAL,JAL,Y,Y,1
F,405BED,ASK-13,G-DEOE,EOE,Y,Y,1
I,405BFA,Pilatus B4,G-DDBC,851,Y,Y,1
I,405C02,Slingsby T51 Dart 17R,G-DRAT,121,Y,Y,1
I,405C14,Astir CS,G-CGAT,GAT,Y,Y,1
F,405C15,PW-5,G-CHZB,HZB,Y,Y,1
I,405C26,Astir CS,G-CHXM,HXM,Y,Y,1
F,405C37,DG-200,G-CJDD,JDD,Y,Y,1
F,405C3E,Astir Jeans,G-CJHN,JHN,Y,Y,1
F,405C42,ASK-21,G-CFYF,FYF,Y,Y,1
I,405C4C,Duo Discus t,G-ODDZ,DD2,Y,Y,1
I,405C53,Twin Astir II,G-DEWG,EWG,Y,Y,1
F,405C5C,Nimbus 2 C,G-CHBF,HBF,Y,Y,1
I,405C65,SZD-55,G-CGAX,GAX,Y,Y,1
I,405C66,Janus B,G-DDTC,DTC,Y,Y,1
F,405C6C,ASK-21,G-DJMC,R22,Y,Y,1
I,405C6D,LS-6,GDFBE,S6,Y,Y,1
F,405C71,DG-300,G-CGBS,206,Y,Y,1
I,405C79,DG-200,G-DDYH,DYH,Y,Y,1
I,405C7A,Astir CS,G-DDKR,DKR,Y,Y,1
F,405C82,ASH-25,G-CFYZ,TM,Y,Y,1
I,405C8E,Ka-6 e,G-DCKL,CKL,Y,Y,1
F,405C9E,Libelle Std,G-DCSJ,CSJ,Y,Y,1
I,405CA5,Cirrus Std,G-CGCD,GCD,Y,Y,1
F,405CAF,Cirrus Std,G-CHZV,P61,Y,Y,1
F,405CB1,Astir CS,G-DDMP,533,Y,Y,1
I,405CB3,Kestrel,G-DCTR,402,Y,Y,1
I,405CB5,Unknown,G-PHYZ,,Y,Y,6
I,405CC0,Ka-6 cr,G-cfls,FLS,Y,Y,1
I,405CC1,ASK-21,G-UCLU,EDW,Y,Y,1
F,405CC7,Ka-6 cr,G-DBOL,BOL,Y,Y,1
F,405D00,Cirrus,G-DCLO,BD,Y,Y,1
F,405D03,Pilatus PC-6,G-CHVH,HVH,Y,Y,2
F,405D06,SHK-1,G-DCAO,V37,Y,Y,1
F,405D07,ASK-13,G-DDNV,DNV,Y,Y,1
F,405D0A,Ka-6 cr,G-CFUB,,Y,Y,1
F,405D19,PIK-20 D,G DDMU,DMU,Y,Y,1
I,405D1C,DG-100,GCHWP,,Y,Y,1
F,405D23,Mosquito,G-DDVZ,DVZ,Y,Y,1
I,405D34,ASW-19,G-CJRV,B19,Y,Y,1
I,405D39,ASW-19,G-DFFP,931,Y,Y,1
F,405D3F,Cirrus,,FRZ,Y,Y,1
I,405D43,Libelle Std,G-DCNE,525,Y,Y,1
I,405D44,SportCruiser,G-CFLG,,Y,Y,2
I,405D51,DR-400,D-EBSJ,SJ,Y,Y,2
F,405D52,Pegase,GCFRP,FRP,Y,Y,1
F,405D6C,SF-27,G-CFLZ,FLZ,Y,Y,1
F,405D72,LS-4,G-DGDJ,450,Y,Y,1
F,405D76,Astir CS,G-DDMH,DMH,Y,Y,1
I,405D7B,Duo Discus,G-CHWB,O3,Y,Y,1
F,405D7E,Libelle Std,G-CKCM,M,Y,Y,1
F,405D84,Cirrus 18m,G-DCWS,CWS,Y,Y,1
I,405D86,ASW-20,G-EEBN,37,Y,Y,1
F,405D87,Kestrel,G-DCZU,826,Y,Y,1
F,405D8D,Antares 18 T,G-CKSF,X7,Y,Y,1
F,405D97,Discus,G-DFBY,780,Y,Y,1
F,405D9B,Astir CS,G-CKCP,KCP,Y,Y,1
F,405D9C,ASK-21,G-DECW,ECW,Y,Y,1
O,405DA1,Robinson R44,G-HAGL,,Y,Y,4
I,405DA8,ASW-19,G-CJUN,19,Y,Y,1
I,405DC1,ASW-15,G-CKSL,KSL,Y,Y,1
I,405DE0,Twin Astir I,G-DDSJ,DSJ,Y,Y,1
F,405DE2,Astir CS,G-DDLM,DLM,Y,Y,1
F,405DE3,Discus,G-CJUB,894,Y,Y,1
I,405DE4,Astir CS,G-CMWK,MWK,Y,Y,1
F,405DE5,Mini Nimbus,G-CJGU,JGU,Y,Y,1
I,405DED,ASK-13,G-FCCC,CCC,Y,Y,1
I,405DEE,ASK-13,G-DDVX,DVX,Y,Y,1
I,405DEF,Ka-8,G-CHLH,HLH,Y,Y,1
I,405DF6,ASK-13,G-CHVO,HVQ,Y,Y,1
I,405E07,Astir CS-77,G-DFEX,LO,Y,Y,1
F,405E09,ASK-18,G-CJMA,R36,Y,Y,1
I,405E0B,ASW-20,G-DDVV,DV,Y,Y,1
F,405E0C,SZD-50 Puchacz,G-FEVS,EVS,Y,Y,1
I,405E0D,Libelle Club,G-CFYG,FYG,Y,Y,1
I,405E17,Cirrus Std,G-DCPU,761,Y,Y,1
F,405E1E,DG-200,G-CJPW,JPW,Y,Y,1
F,405E29,ASW-27,G-CHUE,N5,Y,Y,1
O,405E31,Flight Design CTSW,G-CFKS,,Y,Y,3
I,405E34,Ka-8,G-DCFF,CFF,Y,Y,1
F,405E37,Duo Discus,G-DJAC,JAC,Y,Y,1
F,405E42,Astir CS,G-CJRD,JRD,Y,Y,1
F,405E52,Ventus ct,,154,Y,Y,1
F,405E59,Pegase,G-CKGM,KGM,Y,Y,1
I,405E60,ASG-29E,G-NYNE,A,Y,Y,1
I,405E6A,Astir CS-77,G-CGEB,GEB,Y,Y,1
F,405E6B,Supermarine Spitfire,G-DEWZ,EZE,Y,Y,2
F,405E71,ASK-13,G-DCCZ,CCZ,Y,Y,1
F,405E74,Motorplane,G-TWSS,TWS,Y,Y,2
F,405E7A,Ventus 2ct,GCKCD,300,Y,Y,1
F,405E7F,SF-27,G-CFWH,FWH,Y,Y,1
F,405E82,ASG-29E,G-CRJW,W8,Y,Y,1
F,405E86,Glasflugel H301,G-CGAN,CD,Y,Y,1
F,405E9C,Astir CS,G-CJML,R63,Y,Y,1
F,405E9E,ASW-27,,TG,Y,Y,1
I,405EA3,Elfe S4,G-CJXY,JXY,Y,Y,1
F,405EAD,Nimbus 3,G-NMBS,CN3,Y,Y,1
F,405EB0,Vans RV-8,G XRVB,,Y,Y,2
F,405EB1,ASW-27,G-CJOV,PS,Y,Y,1
F,405EB4,Discus,G-CUMU,MU,Y,Y,1
F,405EBB,ASK-13,G-CJSV,R30,Y,Y,1
F,405EE3,DG-200,G-CJHW,JHW,Y,Y,1
F,405EE9,SF-25,G-CFMW,,Y,Y,1
F,405EF6,Libelle Std,G-CHWG,HWG,Y,Y,1
I,405F15,ASG-29,G-IIOO,F0,Y,Y,1
F,405F1C,Slingsby Vega 15m,G-BGCB,EML,Y,Y,1
I,405F26,Experimental,G-IRPW,,Y,Y,1
I,405F80,Slingsby Vega 15m,G-BGCU,541,Y,Y,1
I,405F87,ASK-21,G-KXXI,XXI,Y,Y,1
F,405F9B,Vans RV-8,G-RUVE,,Y,Y,2
F,405FA8,ASG-29E,G-ZSIX,Z6,Y,Y,1
F,405FA9,Grob G109,G-CFUG,,Y,Y,1
I,405FB2,DG-100,G-CJEZ,274,Y,Y,1
I,405FE0,Ventus 2ct,G-CJUF,46,Y,Y,1
F,405FFA,Slingsby Vega 15m,G-DDZN,990,Y,Y,1
I,406026,Ventus 2cxT,G-CKTB,M3,Y,Y,1
I,406031,Eurostar EV97,G-HMCA,MCA,Y,Y,3
I,406042,Ka-8,G-DEED,EED,Y,Y,1
F,406068,DG-100,G-DDUY,DUY,Y,Y,1
F,406073,DG-300,G-DFDW,FDW,Y,Y,1
F,406089,Astir CS,G-CFYI,216,Y,Y,1
I,40608D,Kestrel,G-DDEB,2K,Y,Y,1
F,4060A2,Ventus 2,G-HLMB,B,Y,Y,1
I,4060D0,Motorplane,G-CGKA,KA,Y,Y,2
I,4060D1,Motorplane,G-CGKB,KB,Y,Y,2
I,4060D2,Motorplane,G-CGKC,KC,Y,Y,2
I,4060D3,Motorplane,G-CGKD,KD,Y,Y,2
I,4060D4,Motorplane,G-CGKE,KE,Y,Y,2
I,4060D5,Motorplane,G-CGKF,KF,Y,Y,2
I,4060D6,Motorplane,G-CGKG,KG,Y,Y,2
I,4060D7,Motorplane,G-CGKH,KH,Y,Y,2
I,4060D8,Motorplane,G-CGKI,KI,Y,Y,2
I,4060D9,Motorplane,G-CGKJ,KJ,Y,Y,2
I,4060DA,Motorplane,G-CGKK,KK,Y,Y,2
I,4060DB,Motorplane,G-BYKL,KL,Y,Y,2
I,4060DC,Motorplane,G-CGKM,KM,Y,Y,2
I,4060DD,Motorplane,G-CGKN,KN,Y,Y,2
I,4060DE,Motorplane,G-CGKO,KO,Y,Y,2
I,4060DF,Motorplane,G-CGKP,KP,Y,Y,2
I,4060E0,Motorplane,G-CGKR,KR,Y,Y,2
I,4060E1,Motorplane,G-CGKS,KS,Y,Y,2
I,4060E2,Motorplane,G-CGKT,KT,Y,Y,2
I,4060E3,Motorplane,G-CGKU,KU,Y,Y,2
I,4060E4,Motorplane,G-CGKV,KV,Y,Y,2
I,4060E5,Motorplane,G-CGKW,KW,Y,Y,2
I,4060E6,Motorplane,G-CGKX,KX,Y,Y,2
F,40611C,Discus t,G-SANT,SC,Y,Y,1
I,406124,Robinson R44,G-SPTR,,Y,Y,4
I,40613E,Eurostar EV97,G-HAEF,AEF,Y,Y,3
F,406148,LS-3,G-CGDN,K4T,Y,Y,1
O,406158,Bell 206,G-PTOO,,Y,Y,4
F,4061B2,Slingsby T51 Dart 15,G-DBRT,,Y,Y,1
F,4061C3,Ka-6 e,G-DCCD,373,Y,Y,1
F,4061D7,ASG-29E,G-LUON,4TH,Y,Y,1
F,40624C,DG-200,G-CLEU,LEU,Y,Y,1
O,40624E,Astir CS,OK-7430,IZZ,Y,Y,1
I,406256,DR-400,G-OCGC,GC,Y,Y,2
F,406264,Ka-6 cr,G-DCBM,CBM,Y,Y,1
I,4062A0,DR-400,G-ENBW,BW,Y,Y,2
F,4062DD,Duo Discus,G-IGLI,563,Y,Y,1
F,4062F9,ASW-19,G-DDWZ,,Y,Y,1
O,406306,Bell 206,G-VVBO,,Y,Y,4
F,406314,Ka-6 e,G-CHJD,,Y,Y,1
I,406354,Vans RV-6a,G-RVNI,,Y,Y,2
I,40635F,Phoebus,G-DCJJ,CJJ,Y,Y,1
I,406370,Robinson R44,G-CGNE,,Y,Y,4
O,406381,Robinson R44,G-DGFD,,Y,Y,4
I,4063BD,Other,G-CGSO,,Y,Y,1
I,4063C9,Duo Discus xlt,G-CLFX,XL,Y,Y,1
I,4063CC,SF-25,G-CGNW,NW,Y,Y,1
F,4063D5,ASG-29E,G-KUGG,SG9,Y,Y,1
F,406466,Ventus 2cxM,G-CGSZ,X1,Y,Y,1
F,406482,Discus 2cT,G-EJIM,T18,Y,Y,1
F,40648D,Duo Discus t,G-KCWJ,8F,Y,Y,1
F,406497,Astir CS,G-DDKV,HB2,Y,Y,1
I,4064B6,DR-400,G-TUGZ,,Y,Y,2
F,4064D5,Ventus 2c,G-CLGL,HA,Y,Y,1
I,4064DA,EuroFox,G-EFOX,,Y,Y,3
I,406525,Motorplane,G-LEMI,LMI,Y,Y,2
I,406528,Duo Discus xlt,X5,X5,Y,Y,1
F,406537,Libelle Club,G-CLGR,L,Y,Y,1
F,406582,Duo Discus xlt,G-CLGZ,T3,Y,Y,1
O,40659B,Bell 206,G-TTGV,,Y,Y,4
F,40659E,Ikarus C42 B,G-HMCE,MCE,Y,Y,3
F,4065B1,Astir CS,G-CJBZ,R66,Y,Y,1
F,4065B4,ASG-29,G- CLGU,5,Y,Y,1
F,4065D1,EuroFox,G-CGYG,,Y,Y,3
O,4065D3,Bell 206,G-NORK,,Y,Y,4
F,4065FA,Cirrus Std,G-EJHH,JHH,Y,Y,1
F,406627,Discus,G-CLHG,LHG,Y,Y,1
F,406654,Arcus T,G-JKRV,291,Y,Y,1
F,406667,SF-25,D-KBSM,,Y,Y,1
F,4066A3,Arcus T,G-KBWP,BW,Y,Y,1
F,4066A8,Arcus T,G-RCUS,CUS,Y,Y,1
I,4066EC,ASH-25 MI,G CLJE,LJE,Y,Y,1
F,406711,LS-8 st,G-LYPH,L1,Y,Y,1
F,40679F,,,,Y,N,1
F,4067AF,DG-300,G-CHME,LKA,Y,Y,1
F,4067B5,ASK-13,G-CJWJ,R38,Y,Y,1
F,406805,Grob G109,G-CHIG,,Y,Y,1
I,406831,EuroFox,G-UFOX,,Y,Y,3
I,40683D,WT9 Dynamic,G-CMEW,,Y,Y,3
I,406844,Grob G109,G-CHKF,KF,Y,Y,1
F,40684A,LS-8 st 18,G-CHMD,UG,Y,Y,1
F,406881,Eurostar EV97,G-CHMW,,Y,Y,3
F,406887,Duo Discus xlt,G-SAXL,16,Y,Y,1
O,4068B3,Cessna 152,G-SHBA,GBA,Y,Y,2
I,4068CD,SZD-50 Puchacz,G-MRVN,VN,Y,Y,1
F,406908,ASG-29E,G-DASG,G29,Y,Y,1
I,406960,Arcus T,G-CIAI,A1,Y,Y,1
F,406968,Arcus M,G-SMAR,AR,Y,Y,1
F,4069BC,Grob G109,G-CHYB,YB,Y,Y,1
I,4069C6,HPH 304S Shark,G-CLLH,LLH,Y,Y,1
O,4069DC,Cessna 152,G-CICC,GCC,Y,Y,2
I,4069EC,HPH 304S Shark,G-WJET,JET,Y,Y,1
F,406A13,ASG-29E,G-CLLL,LLL,Y,Y,1
I,406A23,AS 350,G-JOZI,,Y,Y,4
I,406A40,Towplane,G-TTUG,TUG,Y,Y,2
I,406A5C,ASW-28 18,G-COPP,JG,Y,Y,1
F,406A75,Ikarus C42 B,G-KTOW,,Y,Y,3
I,406A87,EuroFox,G-CIFO,FO,Y,Y,3
F,406AA3,Arcus M,GKFVG,4M,Y,Y,1
I,406AD5,SF-25,G-sasf,SF,Y,Y,1
O,406AE4,Towplane,G-CIEF,IEF,Y,Y,2
I,406AE7,Ka-6 cr,G-DFTF,FTF,Y,Y,1
F,406B02,LS-6 18,G-CVBA,BA,Y,Y,1
I,406B04,Ventus 2ct,G-CLME,LME,Y,Y,1
I,406B7B,Gyrocopter,G-CIHW,,Y,Y,3
F,406B7D,DG-600 18M,G-KRWR,LNA,Y,Y,1
F,406B82,PA-28,D-EVTA,,Y,Y,2
F,406B8C,HPH 304S Shark,G-CLMV,G0,Y,Y,1
I,406BA2,Towplane,G-FOKX,OKX,Y,Y,2
F,406BD9,EuroFox,G-ODGC,GC,Y,Y,3
I,406BE8,ASG-29,G-CLNG,LNG,Y,Y,1
F,406BED,ASH-31 MI,G-CLNE,TJ,Y,Y,1
F,406BF0,SF-25,G-KIAU,AU,Y,Y,1
F,406BF4,HPH 304S Shark,G-TRBN,J5T,Y,Y,1
I,406BF8,DG-303,G-CLMY,I3,Y,Y,1
O,406C09,Robinson R66,G-OHAS,,Y,Y,4
I,406C10,SF-25,G-SACN,CN,Y,Y,1
I,406C23,Eurostar EV97,G-NILT,-,Y,Y,3
O,406C27,Robinson R66,G-RMAR,,Y,Y,4
I,406C4E,LS-10,G-CILS,TT,Y,Y,1
I,406C4F,EuroFox,G-PWAL,,Y,Y,3
I,406C50,Eurostar EV97,G-HMCF,MCF,Y,Y,3
F,406C9A,Duo Discus xlt,G-CIJF,4,Y,Y,1
O,406CA2,Robinson R66,G-HKCC,,Y,Y,4
O,406CB5,Cabri G2,G-HCEN,,Y,Y,4
F,406CE0,ASK-13,G-CLOC,LOC,Y,Y,1
I,406CE9,Grob G109,G-CINM,NM,Y,Y,1
I,406CFF,EuroFox,G-CIKH,KH,Y,Y,3
F,406D30,Silent 2 Electro,G-CILB,115,Y,Y,1
I,406D47,HPH 304S Shark,G-CLON,28,Y,Y,1
F,406D65,HPH 304S Shark,G-DLOT,LOT,Y,Y,1
I,406D89,Robinson R66,G-LROK,,Y,Y,4
O,406DBD,Cabri G2,G-FPEH,,Y,Y,4
I,406DD0,FM250 Vampire,G-CIMY,,Y,Y,3
I,406DD1,LS-10,G-KISP,SP,Y,Y,1
I,406DF2,Grob G109,G-OSPX,SPX,Y,Y,1
I,406E0E,EuroFox,G-CIOF,OF,Y,Y,3
F,406E22,Discus bT,G-CLPE,LPE,Y,Y,1
F,406E26,SF-25,G KINT,G K,Y,Y,1
I,406E2D,ASK-21,G-CLOV,LOV,Y,Y,1
I,406E32,SkyRanger Nynja,G-CIPR,,Y,Y,3
I,406E49,Astir CS-77,G-CITE,LPM,Y,Y,1
I,406E85,Ultralight,GKWKX,,Y,Y,3
O,406E8E,Robinson R44,G-NELS,,Y,Y,4
I,406E90,Unknown,G-CITX,,Y,Y,6
F,406E9B,HPH 304S Shark,G-GOXC,911,Y,Y,1
F,406EB8,Glasflugel 304S T,G-JETV,SH,Y,Y,1
F,406EBA,ASG-29E,G-CLPU,ES,Y,Y,1
F,406ED7,HPH 304S Shark,G-CLSJ,SJ,Y,Y,1
F,406F02,EuroFox,G-CIWG,,Y,Y,3
F,406F07,ASH-30,,CC,Y,Y,1
O,406F12,Robinson R44,G-LINZ,,Y,Y,4
I,406F1F,JS-1 Revelation,G-NDJS,80,Y,Y,1
I,406F2F,ASG-29E,G-CLRA,RA1,Y,Y,1
I,406F36,Silent 2 Electro,G-OFES,FES,Y,Y,1
I,406F43,A 109,G-EMHE,,Y,Y,4
F,406F46,JS-1 C21,G-CLPZ,84,Y,Y,1
I,406F69,Arcus T,G-LXVI,Y,Y,Y,1
F,406F8E,Ventus 2,G-CIXH,Y,Y,Y,1
F,406FC2,Silent 2 Electro,G-CJBA,JBA,Y,Y,1
I,406FCA,Discus t,G-CLRJ,LRJ,Y,Y,1
F,406FE0,DG-100,G-CLRN,LRN,Y,Y,1
F,407012,ASK-21,G-CLRT,LRT,Y,Y,1
O,407015,Robinson R66,G-GOMS,,Y,Y,4
I,407016,SkyRanger Nynja,G-CJAK,,Y,Y,3
O,407017,Cabri G2,G-DGRE,,Y,Y,4
O,407032,Cabri G2,G-OGTC,,Y,Y,4
O,407041,Cabri G2,G-PERU,,Y,Y,4
I,407072,HU 369,G-MCDD,,Y,Y,4
F,4070AD,ASK-13,G-DEVJ,H,Y,Y,1
F,4070C1,Twin Astir I,G-CLSR,LSR,Y,Y,1
F,4070D5,EuroFox,G-OYGC,OYG,Y,Y,3
F,4070DB,Apis 2,G-CJGT,JGT,Y,Y,1
F,4070FB,Ventus 2cxa FES,G-CLSU,LSU,Y,Y,1
O,407126,Helicopter,G-BIGB,,Y,Y,4
I,407147,Robinson R66,G-TRON,,Y,Y,4
I,407150,EuroFox,G-CJHF,HF,Y,Y,3
F,40715E,ASW-20,G-CLSW,20B,Y,Y,1
O,407160,Cabri G2,G-RJVH,,Y,Y,4
I,407161,Silent 2 Electro,GCJIB,JIB,Y,Y,1
F,40716C,DG-808 B,GCLSZ,44,Y,Y,1
F,40716D,LS-7,G-DFXE,27F,Y,Y,1
F,4071AD,JS-1 C18 Evo,G-DPER,ER,Y,Y,1
F,4071B0,DR-400,G-ELSB,SB,Y,Y,2
I,4071C2,Unknown,G-CJJW,,Y,Y,6
F,4071EC,Glasflugel 304S,G-RIFD,FD,Y,Y,1
F,4071EE,ASG-29E,G-LOUD,621,Y,Y,1
F,407209,Motorglider,G-KIAB,IAB,Y,Y,1
O,40721B,Cabri G2,G-TOOO,,Y,Y,4
F,40722C,H36 Dimona,G-CJTG,TG,Y,Y,1
I,407230,Ventus 2cxa FES,G-CLTN,MH,Y,Y,1
F,40724F,ASG-29E,51,51,Y,Y,1
F,407257,Stemme S-10,G-HEFF,S12,Y,Y,1
I,40725C,LAK-17 AT,G-PORG,RG,Y,Y,1
O,407279,Robinson R44,G-DENY,,Y,Y,4
F,40727F,HPH 304S Shark,G-CLTW,SF,Y,Y,1
O,40728F,Cabri G2,G-CRSS,,Y,Y,4
I,4072CF,Towplane,G-CKAB,KAB,Y,Y,2
F,4072D8,HPH 304S Shark,G-DLTY,LTY,Y,Y,1
F,4072D9,Eurostar EV97,G-HMCH,MCH,Y,Y,3
F,407340,Grob G109,G-CKDE,DE,Y,Y,1
F,407350,Discus,G-CFUP,SH4,Y,Y,1
I,407373,Cabri G2,G-LYZA,,Y,Y,4
I,407387,Robinson R66,G-NJNH,,Y,Y,4
F,4073B6,SF-25,G-CKIU,KIU,Y,Y,1
F,4073D9,LAK-17B FES,G-CLUJ,LUJ,Y,Y,1
O,4073F5,Gyrocopter,G-MGNI,,Y,Y,3
O,407464,HangGlider,DLTOPh,,Y,Y,6
F,407475,ASK-23,G-CLUV,LUV,Y,Y,1
F,407515,Discus 2cFES,G-CLVD,Z18,Y,Y,1
F,40751C,JS-3 15M,,LE,Y,Y,1
F,40752B,DG-505,G-CLVJ,LVJ,Y,Y,1
F,40752D,ASW-20,G-SEZA,Z61,Y,Y,1
I,407553,Arcus T,G-CLVL,XX,Y,Y,1
F,40759E,ASH-31 MI,,RP,Y,Y,1
I,4075BC,SZD-54 Perkoz,G-CLVO,LVO,Y,Y,1
F,4075D8,HPH 304S Shark,G-CLVS,LVS,Y,Y,1
I,4075DA,Grob G109,G-OSTX,,Y,Y,1
F,4075E1,Nimbus 2,G-DDVA,LB,Y,Y,1
F,40760D,LS-4,G-CLVW,ML,Y,Y,1
I,407612,Helicopter,G-IGGI,,Y,Y,4
F,40762A,Ventus 3T,G-CKYO,XA,Y,Y,1
F,40765A,Pegase,G-CLVZ,,Y,Y,1
I,407673,Robinson R66,G-SAPA,,Y,Y,4
F,407678,Discus 2cFES,G-IFES,U1,Y,Y,1
I,407679,DR-400,G-CLAJ,AJ,Y,Y,2
F,4076A6,LAK-17B FES,G-ELAK,AK,Y,Y,1
F,4076AA,DG-300,G-DHCY,HCY,Y,Y,1
I,4076BD,ASG-29E,G-UBOO,644,Y,Y,1
O,4076C8,Robinson R66,G-ICEL,,Y,Y,4
I,4076C9,Robinson R66,G-HKPC,,Y,Y,4
I,4076CA,EuroFox,G-OSGC,SGC,Y,Y,3
F,4076D5,Discus 2c,D-KTOF,921,Y,Y,1
F,407723,LAK-17B FES,G-CLWP,WP,Y,Y,1
F,407728,ASW-27,G-XVAT,BP,Y,Y,1
I,407738,SF-25,G-KRAN,AN,Y,Y,1
F,407771,DR-400,G-CLDL,DL,Y,Y,2
F,407773,LS-8,G-CLWR,B,Y,Y,1
F,40777B,Duo Discus t,G-KEMJ,2UP,Y,Y,1
I,4077A2,SportCruiser,G-MLSY,,Y,Y,2
F,4077A3,Ventus 3T,G-SIIO,N1,Y,Y,1
I,4077E1,Robinson R44,G-KMOS,,Y,Y,4
I,4077F4,Antares 20 E,G clxg,895,Y,Y,1
F,4077F5,Ventus 2,G-FOXH,77,Y,Y,1
O,407810,Robinson R44,G-CLEZ,,Y,Y,4
O,40781E,Gyrocopter,G-TADI,,Y,Y,3
