devices/device_type,devices/device_id,devices/aircraft_model,devices/registration,devices/cn,devices/tracked,devices/identified,devices/aircraft_type
O,40781F,Cabri G2,G-SANJ,,Y,Y,4
F,407880,EuroFox,G-HETY,ETY,Y,Y,3
O,40788E,Ventus 3M,G-CLXO,Z9,Y,Y,1
I,4078BB,Ventus 2cxT,G-KADS,KS,Y,Y,1
I,4078CF,A 109,G-RMBH,,Y,Y,4
F,4078F4,Ventus 3F,G-CLYB,VF,Y,Y,1
F,4078FC,JS-3 18M,G-CLYC,E1,Y,Y,1
F,407905,Ventus 3T,GCLXW,150,Y,Y,1
I,407917,Ventus 3T,G-CLXN,LXN,Y,Y,1
F,40791C,ASG-29E,K7,K7,Y,Y,1
F,407920,Ventus 3F,G-CLYD,406,Y,Y,1
I,40793F,DG-1000,G-FEBU,BU,Y,Y,1
I,407975,SZD-51 Junior,G-CLYL,VB,Y,Y,1
I,40797E,Antares 20 E,G-KZEN,ZEN,Y,Y,1
I,407984,Discus 2cFES,G-CLMB,D2,Y,Y,1
I,407988,ASG-32 MI,,VZ,Y,Y,1
F,4079D5,AS 33,G-WLLW,10,Y,Y,1
I,4079E0,ASW-28 18,G-CLLV,140,Y,Y,1
F,407A03,AS 33,G-CLYM,F3,Y,Y,1
F,407A1A,ASK-21,G-CLZB,LZB,Y,Y,1
F,407A1E,Arcus T,G-CLSS,WT,Y,Y,1
F,407A21,Ventus 3T,G-SBVT,90,Y,Y,1
I,407A3D,Silent 2 Electro,GCLSD,IT2,Y,Y,1
F,407A46,Pegase,G-CLZF,LZF,Y,Y,1
I,407A9A,Ventus 3T,G-CLVG,306,Y,Y,1
I,407AA6,AS 33,MC,MC,Y,Y,1
F,407AAC,Arcus M,G-TIIO,I20,Y,Y,1
F,407AB2,Discus bT,G-CLZH,ZA,Y,Y,1
O,407AE2,Robinson R44,G-ICEZ,,Y,Y,4
F,407AEB,Ventus 3T,G-CLWM,250,Y,Y,1
I,407B0C,AS 33,G-TTRE,9,Y,Y,1
F,407B21,Arcus M,G-DIIO,N10,Y,Y,1
I,407B38,SZD-54 Perkoz,G-CLZS,LZS,Y,Y,1
F,407B40,LS-8 18,G-CPJB,J1,Y,Y,1
F,407B4F,Ventus 3M,G-CLZK,3M,Y,Y,1
F,407B77,LAK-17 AT,G-IANM,Im,Y,Y,1
F,407BCC,AS 33,GIZEN,ZM,Y,Y,1
F,407BD7,SZD-54 Perkoz,G-FMAC,MAC,Y,Y,1
F,407C4A,AS 33,G-CMAG,A33,Y,Y,1
F,407C52,AS 33,G-YEAS,A5,Y,Y,1
I,407C86,ASK-21 MI,G-CMBN,MAL,Y,Y,1
O,407CCD,Robinson R44,G-DDAD,,Y,Y,4
F,407D12,Ventus 3T,G-GFEF,F2,Y,Y,1
F,407D2A,EuroFox,G-CMEZ,,Y,Y,3
I,407D43,EuroFox,G-CMEV,EV,Y,Y,3
F,407D9B,AS 33,G-DMAM,J1M,Y,Y,1
F,407DB2,JS-3 18M,G-DMAP,J7,Y,Y,1
I,407DC1,BK 117,G-YORX,YAA,Y,Y,4
F,407DDC,EuroFox,G-ESGC,GC,Y,Y,3
I,407DDE,EuroFox,G-CMLY,LY,Y,Y,3
F,407DEA,Slingsby Vega 15m,DDZB,639,Y,Y,1
I,407E1B,HPH 304S Shark,G-DMAW,VH,Y,Y,1
I,407E2B,EuroFox,G-CMJH,,Y,Y,3
F,407E37,SF-25,G-FNOT,,Y,Y,1
F,407E45,ASW-28 18,D-7688,IFS,Y,Y,1
F,407E92,AS 33,G-DMBC,73,Y,Y,1
F,407E96,Blanik,G-DMAX,MAX,Y,Y,1
F,407EB6,ASK-21,G-CMYN,YN,Y,Y,1
F,407EF2,Duo Discus xlt,G-KDLO,GB1,Y,Y,1
I,407EFA,EuroFox,G-CMMO,MO,Y,Y,3
F,407F08,JS-3 18M,G-RIFZ,DG5,Y,Y,1
I,407F1C,LS-8e,G-RAVT,OK,Y,Y,1
I,407F2A,EuroFox,G-SGCA,GCA,Y,Y,3
F,407F83,EuroFox,G-GNHL,HL,Y,Y,3
F,407FA1,SkyRanger Nynja,G-OBOE,,Y,Y,3
I,407FCF,Ultralight,G-CMOL,,Y,Y,3
F,407FFD,Hawker Hurricane,G-TUGD,GD,Y,Y,1
F,40801E,Ventus 2ct,G-DMCB,S1,Y,Y,1
F,408055,Antares 18 T,G-DMCC,I,Y,Y,1
I,4080A0,EuroFox,G-SGCB,GCB,Y,Y,3
I,4080A3,JS-3 18M,G-DMCF,802,Y,Y,1
I,4080A6,SZD-50 Puchacz,G-DLGC,GC1,Y,Y,1
F,408112,EuroFox,G-NYMP,MP,Y,Y,3
I,40819C,Robinson R66,G-PDDY,,Y,Y,4
I,4081B8,Arcus M,G-DMCR,MCR,Y,Y,1
F,4081C2,Arcus M,G-EMCP,YA,Y,Y,1
F,4081DF,Arcus M,G-JIIO,I10,Y,Y,1
I,4081E9,HPH 304TS,G-EMCS,TH,Y,Y,1
I,4081FF,Kestrel,G-DCZS,CZS,Y,Y,1
I,408208,EuroFox,G-CMYH,,Y,Y,3
I,408232,EuroFox,G-CNAP,AP,Y,Y,3
F,408247,EuroFox,CMYT,,Y,Y,3
F,40825E,SZD-54 Perkoz,G-DMDA,MDA,Y,Y,1
F,408288,DG-1000,G-CNAV,MDK,Y,Y,1
F,408289,Stemme S-12,G-GGWP,,Y,Y,1
I,4082DA,SZD-54 Perkoz,G-FESH,PK2,Y,Y,1
I,4082ED,SZD-59 Acro,G-OSZD,SZD,Y,Y,1
O,40AF77,PA34 Seneca,OM-UTC,UTC,Y,Y,2
O,40BBF1,Paraglider,JBIP6,,Y,Y,6
O,40FC36,Balloon,YL-025,27,Y,Y,6
O,410047,Cirrus 18m,OK-0739,1W,Y,Y,1
O,4103FC,SZD-50 Puchacz,SP3321,,Y,Y,1
O,41071A,Balloon,D-OMZH,,Y,Y,6
O,410746,Drone/UAV,HB9GPUp,,Y,Y,5
O,410829,Ultralight,D-MPIA,,Y,Y,3
O,41126C,Drone/UAV,Statn_7,,Y,Y,5
F,412C3C,DJI Matrice,SAR-UAV,03,Y,Y,5
O,41348C,Ground Station,41348,,Y,Y,6
O,4135CB,Gyrocopter,F-JFMJ,FMJ,Y,Y,3
I,41491D,Sinus,42QP,,Y,Y,1
O,414931,LS-1 f,OK-8522,PK,Y,Y,1
O,414E0A,Grob G109,SP-0088,88,Y,Y,1
O,414E0B,SZD-30 Pirat,SP-3795,77,Y,Y,1
O,414E0C,SZD-30 Pirat,SP-3773,B,Y,Y,1
O,414E0D,SZD-30 Pirat,SP-2595,EL4,Y,Y,1
O,414E0F,Astir CS-77,SP-4025,AZ,Y,Y,1
O,414E10,SZD-30 Pirat,SP-3997,99,Y,Y,1
O,414E11,SZD-30 Pirat,SP-2951,MP,Y,Y,1
O,414E12,SZD-36 Cobra 15,SP-3076,T,Y,Y,1
O,414E13,SZD-36 Cobra 15,SP-3096,C3,Y,Y,1
F,416011,ASW-15,G-CHZD,HZD,Y,Y,1
O,418998,ASW-20,,MV,Y,Y,1
O,418C42,Extra 330,HAPET,HET,Y,Y,2
O,418C43,Cessna 172,HA-BFP,BFP,Y,Y,2
O,418D3B,Paraglider,PPG MAX,,Y,Y,6
I,4193BF,Bristell NG5,D-MTYP,,Y,Y,2
O,419B52,HangGlider,4747,,Y,Y,6
O,419B64,Cessna 172,D-EDLZ,DLZ,Y,Y,2
O,41BB47,Cessna 152,HA-IGS,IGS,Y,Y,2
I,41D31C,PA-28,OKJOS,,Y,Y,2
I,41FDFC,SF-25,D-KARA,RA,Y,Y,1
O,41FF36,Cessna 152,HA-SKS,SKS,Y,Y,2
O,420041,Balloon,D-OSHB,,Y,Y,6
I,420320,ASW-20,OE-5339,DY,Y,Y,1
O,420723,Balloon,D-OMSF,,Y,Y,6
O,420747,Balloon,D-OSPA,,Y,Y,6
F,420A69,Ventus ct,D-KNHD,EF,Y,Y,1
O,4215F7,Unknown,SX2L,SXL,Y,Y,6
O,424404,Unknown,viewAir,236,Y,Y,6
O,42454E,Different Aircraft,BENI-M,BEN,Y,Y,1
O,4246DA,Ultralight,F-JABM,,Y,Y,3
O,425107,A380,,,Y,Y,1
F,425129,Slingsby Type 42,AXJ,AXJ,Y,Y,1
I,42516A,Paraglider,JHarper,165,Y,Y,6
I,425186,Paraglider,08356,,Y,Y,6
I,4251AC,Paraglider,4251AC,389,Y,Y,6
I,42525A,HangGlider,,,Y,Y,6
I,42525F,HangGlider,ATOSMA,16,Y,Y,6
F,425CAD,Paraglider,NA,NA,Y,Y,6
F,428972,MS-893 Commodore,RF-0055,PTC,Y,Y,2
O,42BB32,SZD-48-1 Jantar Std 2,N,N,Y,Y,1
O,42E630,SZD-48-3 Jantar Std 3,MI,MI,Y,Y,1
O,42EE04,Paraglider,Dzsinn,UFO,Y,Y,6
O,430506,Unknown,PETRA77,P77,Y,Y,6
O,430841,Paraglider,PaM-PG,PaM,Y,Y,6
O,430842,Paraglider,VaZ-PG,VaZ,Y,Y,6
O,430843,Paraglider,430843,843,Y,Y,6
O,430844,Paraglider,430844,844,Y,Y,6
O,430845,Paraglider,430845,845,Y,Y,6
O,430846,Paraglider,JuP-PG,JuP,Y,Y,6
O,430847,Paraglider,ZAn-PG,ZAn,Y,Y,6
O,430848,Paraglider,PG123,RBZ,Y,Y,6
O,430849,Paraglider,PGY,PGY,Y,Y,6
O,430850,Paraglider,430850,BK,Y,Y,6
O,430851,Paraglider,VeG-PG,VeG,Y,Y,6
O,430852,Paraglider,430852,852,Y,Y,6
O,430853,Paraglider,RoR-PG,RoR,Y,Y,6
O,430854,Paraglider,430854,Vas,Y,Y,6
O,430855,Gyrocopter,OMM526,PJC,Y,Y,3
O,430856,Paraglider,EO,,Y,Y,6
O,430857,Paraglider,Joe-PG,Joe,Y,Y,6
O,433D07,Unknown,,,Y,Y,6
O,435634,HangGlider,GG,,Y,Y,6
O,438B46,Unknown,viewAir,68,Y,Y,6
O,43AE43,SZD-30 Pirat,SP-3871,AL,Y,Y,1
O,43B578,Blanik,Ly-gnv,,Y,Y,1
O,43C72D,Ultralight Glider,FJSCF,,Y,Y,1
I,43C8B3,Grob G120TP,ZM300,,Y,Y,2
I,43C8B4,Grob G120TP,ZM301,,Y,Y,2
I,43C8B5,Grob G120TP,ZM302,,Y,Y,2
I,43C8B6,Grob G120TP,ZM303,,Y,Y,2
I,43C8B7,Grob G120TP,ZM304,,Y,Y,2
I,43C8B8,Grob G120TP,ZM305,,Y,Y,2
I,43C8B9,Grob G120TP,ZM306,,Y,Y,2
I,43C8BA,Grob G120TP,ZM307,,Y,Y,2
I,43C8BB,Grob G120TP,ZM308,,Y,Y,2
I,43C8BC,Grob G120TP,ZM309,,Y,Y,2
I,43C8BD,Grob G120TP,ZM310,,Y,Y,2
I,43C8BE,Grob G120TP,ZM311,,Y,Y,2
I,43C8BF,Grob G120TP,ZM312,,Y,Y,2
I,43C8C0,Grob G120TP,ZM313,,Y,Y,2
I,43C8C1,Grob G120TP,ZM314,,Y,Y,2
I,43C8C2,Grob G120TP,ZM315,,Y,Y,2
I,43C8C3,Grob G120TP,ZM316,,Y,Y,2
I,43C8C4,Grob G120TP,ZM317,,Y,Y,2
I,43C8C5,Grob G120TP,ZM318,,Y,Y,2
I,43C8C6,Grob G120TP,ZM319,,Y,Y,2
I,43C8C7,Grob G120TP,ZM320,,Y,Y,2
I,43C8C8,Grob G120TP,ZM321,,Y,Y,2
I,43C8C9,Grob G120TP,ZM322,,Y,Y,2
F,43DE03,Paraglider,TomGros,Asp,Y,Y,6
O,43E61E,Ultralight,F-JWAL,WAL,Y,Y,3
O,43E9DF,Helicopter,M-JCBC,,Y,Y,4
I,440000,EC 135,OE-XET,OAM,Y,Y,4
I,440016,AS 350,OE-XGE,HAU,Y,Y,4
I,440027,AS 350,OE-BXH,POL,Y,Y,4
I,44002A,DR-400,OE-DYV,YV,Y,Y,2
I,440038,EC 135,OE-XLR,SHS,Y,Y,4
I,440044,,,,N,N,6
O,44004E,Balloon,D-OSTW,,Y,Y,6
F,440071,DA20 Katana,OE-AKS,KS,Y,Y,2
I,440076,EC 135,OE-XEK,OAM,Y,Y,4
I,440077,EC 135,OE-XEL,OAM,Y,Y,4
I,440078,EC 135,OE-XEM,OAM,Y,Y,4
I,440079,EC 135,OE-XEN,OAM,Y,Y,4
I,44007A,EC 135,OE-XEO,OAM,Y,Y,4
F,440081,Discus,D-7175,WGH,Y,Y,1
I,440085,EC 135,OE-XER,OAM,Y,Y,4
I,440087,DR-400,OE-DKA,,Y,Y,2
I,4400CA,Ultralight,OE-7169,,Y,Y,3
I,4400D7,AS 350,OE-XHX,WUH,Y,Y,4
I,4400E0,Cessna 182,OE-DID,,Y,Y,2
F,4400E2,ASW-28,OE-5699,XP,Y,Y,1
O,44012C,PA-28,OE-KFT,IV,Y,Y,2
I,440140,Ventus,OE-5376,63,Y,Y,1
I,440147,DA40,OE-DSR,DSR,Y,Y,2
F,44014B,ASK-13,OE-5211,O11,Y,Y,1
I,44015B,AS 350,OE-XOH,HTM,Y,Y,4
I,44015E,EC 135,OE-XRS,SHS,Y,Y,4
F,44016E,DR-400,OE-DFO,AV1,Y,Y,2
F,44016F,MS-893 Commodore,OE-DON,,Y,Y,2
F,4401B5,ASH-31 MI,OE-9507,777,Y,Y,1
F,4401B8,Twin Astir II,OE-5481,AK1,Y,Y,1
I,4401D9,Cabri G2,OE-XMC,HAU,Y,Y,4
I,4401DD,SF-25,OE-9222,,Y,Y,1
F,4401E0,Motorglider,OE9477,,Y,Y,1
I,44020F,Motorplane,OE-KMX,KMX,Y,Y,2
I,440210,Cessna 182,OE-DIV,DIV,Y,Y,2
I,440216,WT9 Dynamic,OE-7166,,Y,Y,3
O,440242,Cessna 182,OE-BAX,,Y,Y,2
F,44024F,ASW-19,OE-5166,H3,Y,Y,1
I,440256,Cessna 172,OE-DTN,,Y,Y,2
I,44026C,Bell 206,OE-XAJ,,Y,Y,4
I,440271,AS 350,OE-XBF,HTM,Y,Y,4
I,44027E,DA40,OE-KWR,KWR,Y,Y,2
F,440280,SF-25,OE-9542,O42,Y,Y,1
F,440286,Bristell NG5,OE-ASO,SO,Y,Y,2
F,4402A0,Ka-8,OE-0754,O54,Y,Y,1
I,4402AA,JS-3 18M RES,OE-9533,TE,Y,Y,1
I,4402BD,DR-400,OE-KUM,KUM,Y,Y,2
F,4402D2,H36 Dimona,OE-9208,AKD,Y,Y,1
I,4402E1,WT9 Dynamic,OE-7168,,Y,Y,3
I,44030A,DV20 Katana,OE-CCS,,Y,Y,2
I,44030E,AS 350,OE-XIE,HAU,Y,Y,4
F,440313,Ultralight,OE-VCB,VCB,Y,Y,3
I,440326,LS-8 18,OE-5616,ZL,Y,Y,1
I,44032A,LS-8 18,OE-5691,ZI,Y,Y,1
F,440337,Motorplane,OE-KAZ,,Y,Y,2
F,440339,Cessna 182,OE-KSI,,Y,Y,2
I,44033A,EC 135,OE-XME,HAU,Y,Y,4
I,440346,LS-8 18,OE-5679,O79,Y,Y,1
F,44034C,DA20 Katana,OE-AMB,,Y,Y,2
I,440355,H36 Dimona,OE-9500,,Y,Y,1
I,44035A,SF-25,OE-9261,O61,Y,Y,1
I,44035B,Ventus 2,OE-5654,M3,Y,Y,1
F,44036B,Discus,OE-5659,R1,Y,Y,1
F,440394,WT9 Dynamic,OE-7147,,Y,Y,3
I,4403B5,Robinson R44,OE-XHK,,Y,Y,4
I,4403C2,AS 350,OE-XMH,HTM,Y,Y,4
I,4403C4,Experimental,OE-AWS,AWS,Y,Y,1
O,4403C8,Unknown,OE-CMR,,Y,Y,6
I,4403CA,HK36 Super Dimona,OE-9482,82,Y,Y,1
F,4403D2,SF-25,OE-9435,V35,Y,Y,1
I,4403DD,EC 135,OE-XXR,SHS,Y,Y,4
O,440413,Cessna 172,OE-KWK,,Y,Y,2
I,440439,Other,OE-CFY,HB,Y,Y,1
I,44043F,Helicopter,OE-XHC,WUH,Y,Y,4
I,440449,HK36 Super Dimona,OE-9432,432,Y,Y,1
I,44044B,PA-28,OE-KSM,KSM,Y,Y,2
I,44044F,Tecnam  P2002 JF,OE-ATS,,Y,Y,2
I,44045F,SF-25,OE-9508,08,Y,Y,1
I,44048D,HK36 Super Dimona,OE-9495,F95,Y,Y,1
I,440491,AS 350,OE-XOE,HAU,Y,Y,4
I,4404A0,EC 135,OE-XHZ,WUH,Y,Y,4
I,4404A7,EC 135,OE-BXP,POL,Y,Y,4
I,4404B5,AS 350,OE-BXN,POL,Y,Y,4
I,4404B6,Bell 206,OE-BXO,POL,Y,Y,4
I,4404BF,AS 350,OE-XGA,WUH,Y,Y,4
F,4404C9,DA20 Katana,OE-AAN,,Y,Y,2
I,4404CA,DG-300,OE-5354,VW,Y,Y,1
I,4404E3,DV20 Katana,OE-AHM,,Y,Y,2
I,4404E4,PA-28,OE-DKT,,Y,Y,2
F,4404E5,SF-25,OE-9280,,Y,Y,1
I,4404EC,DV20 Katana,OE-COO,,Y,Y,2
F,4404FD,Ventus 2,OE-5603,DS,Y,Y,1
I,4404FF,AS 350,OE-XHP,WUH,Y,Y,4
I,440500,AS 350,OE-XHO,WUH,Y,Y,4
F,440501,WT9 Dynamic,OE-7077,77,Y,Y,3
I,440509,HK36 Super Dimona,OE-9438,O38,Y,Y,1
F,44050C,DG-500,OE-5711,DI,Y,Y,1
F,44051E,Stemme S-12,OE-9514,TB,Y,Y,1
I,440521,DV20 Katana,OE-COG,,Y,Y,2
F,440523,DA20 Katana,OE-CBB,CBB,Y,Y,2
F,440524,HK36 Super Dimona,OE-9466,466,Y,Y,1
F,440525,HK36 Super Dimona,OE-9447,,Y,Y,1
F,440526,SF-25,OE-9469,,Y,Y,1
I,44054B,AS 350,OE-XHI,WUH,Y,Y,4
I,440559,Husky A-1,OE-ABV,BV,Y,Y,2
I,44058D,AS 350,OE-XHL,WUH,Y,Y,4
I,440596,AS 350,OE-XQE,HAU,Y,Y,4
I,440597,AS 350,OE-XPE,HAU,Y,Y,4
F,44059C,SF-25,OE-9476,,Y,Y,1
I,4405BF,MS-893 Commodore,OE-KPA,,Y,Y,2
F,4405C0,Experimental,OE-CCM,,Y,Y,1
I,4405F7,DV20 Katana,OE-CCC,,Y,Y,2
I,440620,AS 350,OE-BXM,POL,Y,Y,4
F,440624,Experimental,OE-ACH,CH,Y,Y,1
I,440628,Robinson R44,OE-XLG,,Y,Y,4
F,440629,PA-18 Super Cub,OE-APW,,Y,Y,2
I,44062A,Helicopter,OE-XAB,,Y,Y,4
F,44062F,Duo Discus xl,OE-5438,VS1,Y,Y,1
F,440635,DV20 Katana,OE-CHB,,Y,Y,2
F,44064C,JOB 15,OE-DOE,,Y,Y,2
F,4406B5,DG-1001 M,OE-9513,OE,Y,Y,1
F,4406BE,DA20 Katana,OE-AAE,GK,Y,Y,2
I,4406CE,Janus B,OE-5500,F5,Y,Y,1
I,4406CF,AS 350,OE-XHV,WUH,Y,Y,4
F,4406EA,Aquila A210,OE-ABW,OBW,Y,Y,2
F,4406EB,Aquila A210,OE-AJW,OJW,Y,Y,2
I,4406FF,EC 135,OE-XED,OAM,Y,Y,4
I,440716,Helicopter,OE-XLL,HAU,Y,Y,4
F,440717,SF-25,OE-9420,,Y,Y,1
I,44071C,EC 135,OE-XVL,OAM,Y,Y,4
F,44072B,Kestrel,OE5026,2M,Y,Y,1
I,44072F,Helicopter,OE-XRR,SHS,Y,Y,4
I,44074A,AS 350,OE-XTE,HAU,Y,Y,4
F,44074B,Ikarus C42 B,D-MWNL,,Y,Y,3
F,44074E,AS 350,OE-BXI,POL,Y,Y,4
F,44075B,WT9 Dynamic,OE-CDG,,Y,Y,3
F,440761,Cessna 172,OE-KRE,KRE,Y,Y,2
F,440763,HK36 Super Dimona,OE-9492,,Y,Y,1
I,44076A,AS 350,OE-XLS,HAU,Y,Y,4
I,44076B,Arcus M,OE-9485,1,Y,Y,1
I,44076D,PA-28,OE-KBW,,Y,Y,2
I,44076E,AS 350,OE-XHW,WUH,Y,Y,4
I,440774,SF-25,OE-9449,449,Y,Y,1
F,440775,Discus,OE-5549,H2,Y,Y,1
F,44078B,WT9 Dynamic,OE-7135,WT9,Y,Y,3
I,440791,AS 350,HB-XCM,HFL,Y,Y,4
F,4407AE,HK36 Super Dimona,OE-9430,,Y,Y,1
F,4407B0,DR-400,OE-KUK,,Y,Y,2
I,4407B7,AS 350,OE-XGS,HAU,Y,Y,4
F,4407D1,Libelle Std,OE-5018,S8,Y,Y,1
I,4407DC,DR-400,OE-DTI,DTI,Y,Y,2
I,4407DD,DG-1000,OE-5710,K1,Y,Y,1
I,4407F9,LS-4,OE-5391,K5,Y,Y,1
I,4407FA,ASH-26 E,OE-9461,ASH,Y,Y,1
I,44080B,Cessna 172,OE-DTA,,Y,Y,2
F,44082F,Ikarus C42 B,DMTMB,,Y,Y,3
I,440835,DG-300,OE-5473,K4,Y,Y,1
I,44084E,HK36 Super Dimona,OE-9496,96,Y,Y,1
I,44085F,AS 350,OE-BXL,POL,Y,Y,4
I,440870,Cessna 172,OE-DYU,,Y,Y,2
I,440874,AS 350,OE-XSK,HAU,Y,Y,4
I,44087F,EC 135,OE-XVD,OAM,Y,Y,4
I,440886,AS 350,OE-XTV,FBU,Y,Y,4
I,44088E,EC 120,OE-XST,AEH,Y,Y,4
I,440896,EC 135,OE-XSH,SHS,Y,Y,4
F,440898,DG-300,OE-5505,CL,Y,Y,1
I,44089A,Helicopter,OE-XSP,HAU,Y,Y,4
I,4408A0,Helicopter,OE-XJP,HAU,Y,Y,4
I,4408A1,AS 350,OE-XSR,HAU,Y,Y,4
I,4408A5,LS-7,OE-5493,3O,Y,Y,1
I,4408B2,LS-4,OE-5569,F4,Y,Y,1
I,4408C8,Unknown,niu1,,Y,Y,6
F,4408CA,WT9 Dynamic,OE7007,,Y,Y,3
I,4408CE,WT9 Dynamic,OE-7143,,Y,Y,3
I,4408DA,DR-400,OE-KUB,,Y,Y,2
I,4408E4,HK36 Super Dimona,OE-9410,10,Y,Y,1
F,4408E5,SF-25,OE-9148,48,Y,Y,1
I,4408E6,Cessna 152,OE-ATX,ATX,Y,Y,2
I,4408EF,PA-18 Super Cub,OE-APE,APE,Y,Y,2
I,4408F2,Robinson R22,OE-XLV,,Y,Y,4
I,4408F3,DV20 Katana,OE-ALJ,,Y,Y,2
I,4408F6,DV20 Katana,OE-CBR,,Y,Y,2
I,44091A,EC 135,OE-XAH,SHS,Y,Y,4
F,44091F,Cessna 152,OE-CLA,CLA,Y,Y,2
I,440926,AS 350,OE-XHE,WUH,Y,Y,4
I,440943,AS 350,OE-XAE,HAU,Y,Y,4
I,440944,AS 350,OE-XBE,HAU,Y,Y,4
I,44094C,SF-28,OE-9299,,Y,Y,1
F,440966,DA20 Katana,OE-AIN,,Y,Y,2
I,440985,HK36 Super Dimona,OE-9460,,Y,Y,1
F,440989,DR-400,OE-DYI,,Y,Y,2
F,44098A,Aquila A210,OE-CCG,,Y,Y,2
I,44098C,AS 350,OE-XKO,KAI,Y,Y,4
I,440996,BK 117,OE-XRE,ARA,Y,Y,4
I,44099D,WT9 Dynamic,OE-7145,,Y,Y,3
I,4409A3,AS 350,OE-XDE,HAU,Y,Y,4
F,4409FC,Cessna 172,OE-DDD,DD,Y,Y,2
F,440A20,Glasflugel H301,OE-0704,RT,Y,Y,1
I,440A5E,AS 350,OE-XUE,HAU,Y,Y,4
I,440A81,LS-4,OE-5340,F2,Y,Y,1
I,440A8E,Diamond DA42,OE-FEB,,Y,Y,2
I,440AA3,Helicopter,OE-XCC,HAU,Y,Y,4
F,440AF0,ASK-21,OE-5280,O80,Y,Y,1
F,440AF6,Cessna 172,OE-DCC,CC,Y,Y,2
F,440B13,LS-6,OE-5377,TMJ,Y,Y,1
F,440B35,Duo Discus xl,OE-0950,V1,Y,Y,1
F,440B39,Piper J-3 Cub,OE-CUE,CUE,Y,Y,2
I,440B41,Robinson R22,OE-XIW,,Y,Y,4
I,440B45,WT9 Dynamic,OE-7153,,Y,Y,3
F,440B46,DG-1000 T,OE-9522,NH,Y,Y,1
I,440BDC,EC 135,OE-XHM,WUH,Y,Y,4
I,440C2E,Helicopter,OE-XMD,,Y,Y,4
I,440C54,A 109,OE-XNB,WUH,Y,Y,4
F,440C57,DA20 Katana,OE-CIE,CIE,Y,Y,2
F,440C9C,Aquila A210,OE-CDW,,Y,Y,2
F,440CA3,Experimental,OE-CMW,CMW,Y,Y,1
F,440CA5,SF-25,OE-9389,,Y,Y,1
I,440CBB,Aquila A210,OE-CHN,CHN,Y,Y,2
I,440CC3,EC 135,OE-XHY,WUH,Y,Y,4
F,440CD0,Stemme S-12,OE9526,FU,Y,Y,1
I,440D05,WT9 Dynamic,OE-7159,O59,Y,Y,3
I,440D1F,Robinson R44,OE-XAR,,Y,Y,4
I,440D20,Motorplane,OE-KOC,,Y,Y,2
F,440D3C,Stemme S-12,OE9529,VH,Y,Y,1
I,440D4E,LS-4,OE-5621,,Y,Y,1
F,440D53,DG-303,OE-5755,D3,Y,Y,1
I,440D5F,WT9 Dynamic,OE-7162,,Y,Y,3
F,440D63,Cessna 182,OE-KAF,,Y,Y,2
I,440D96,Astir CS-77,OE-5209,,Y,Y,1
F,4410E3,Other,OE-0409,,Y,Y,1
O,443322,Ground Station,BAL0432,,Y,Y,6
F,445319,DG-100,WOMBAT,G4,Y,Y,1
O,445970,Cessna 172,C172F,AP1,Y,Y,2
O,44597A,Cirrus Std,HA-4328,56,Y,Y,1
F,446645,Paraglider,110CE9,BIR,Y,Y,6
O,447D13,Blanik,OK-OLD,OLD,Y,Y,1
O,44832C,Ultralight,SP-GBE,,Y,Y,3
I,448432,Robinson R44,OO-AAR,,Y,Y,4
I,44874D,Husky A-1,OO-AZM,ZM,Y,Y,2
F,448E18,A22 Foxbat,OY9386,,Y,Y,3
I,449189,AK-8,pp-frr,8,Y,Y,1
O,4493AA,Paraglider,aunAIR,AMA,Y,Y,6
I,449412,DynAero MCR-01,OO-E86,,Y,Y,3
I,449AB3,Cessna 208,OO-FUS,,Y,Y,2
I,44A006,WT9 Dynamic,OO-H74,,Y,Y,3
I,44A017,Ultralight,OO-H91,H91,Y,Y,3
I,44A061,Robinson R44,OO-HCA,,Y,Y,4
I,44A070,Robinson R44,OO-HCP,,Y,Y,4
I,44A079,Robinson R44,OO-HCY,,Y,Y,4
F,44A3C3,Different Aircraft,OO-H07,,Y,Y,1
I,44A7CA,Flight Design CTSW,OO-I14,,Y,Y,3
I,44A7CB,VL3 Evolution,OO-I15,,Y,Y,3
I,44A8A5,Cessna 208,OO-JEE,,Y,Y,2
I,44A953,Robinson R44,OO-JJS,,Y,Y,4
F,44B2A3,Motorplane,OO-LUC,,Y,Y,2
I,44B596,SF-25,OO-MLV,,Y,Y,1
F,44B9A3,SF-28,OO-NMC,MC,Y,Y,1
F,44BC7C,HPH 304C,N304CB,BB,Y,Y,1
I,44C1A2,DR-400,OO-PMB,,Y,Y,2
I,44C1B6,Robinson R44,OO-PMV,,Y,Y,4
I,44C1F5,PA-18 Super Cub,OO-POU,POU,Y,Y,2
I,44C281,Robinson R44,OO-PTA,,Y,Y,4
F,44C5B0,HP-24,N243HP,EV,Y,Y,1
I,44C83A,Robinson R44,OO-RAZ,,Y,Y,4
I,44CB41,Robinson R44,OO-RZA,,Y,Y,4
I,44D1E6,Robinson R44,OO-TOF,,Y,Y,4
F,44D541,HK36 Super Dimona,OO-UJA,,Y,Y,1
F,44DAC6,PA-18 Super Cub,OO-VVF,VF,Y,Y,2
F,44DE75,Paraglider,ABu,,Y,Y,6
F,44E46E,Ka-6 e,OO-YCN,P59,Y,Y,1
I,44E495,Duo Discus,OO-YDU,DUO,Y,Y,1
