#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,COUNTRY
F,45E2E2,HK36 Super Dimona,OY-XWB,WB,Y,Y,Denmark
I,7C2179,Lak 17 Bt,VH-GWB,WB,Y,Y,Australia
I,A19004,ASW-20,N20DQ,WB,Y,Y,United States
F,DDB16B,Glider,D-3161,WB,Y,Y,Germany
F,DDA928,Astir CS,D-3291,WB,Y,Y,Germany
I,4B4E82,HpH 304MS,HB-2523,WB,Y,Y,Switzerland
F,DD832C,ASK-21,D-5049,WB,Y,Y,Germany
F,DF108E,DG-800,D-KBWB,WB,Y,Y,Germany
F,DD8D4D,PIK20D,D-6704,WB,Y,Y,Germany
F,DDDF89,Ventus 2c,D-4363,WB,Y,Y,Germany
F,DDDA80,SZD-55,OH-944,WB,Y,Y,Unknown
F,DDED90,LS4 neo,D-6761,WB,Y,Y,Germany
I,4B4DCA,Nimbus-4DM,HB-2339,WB,Y,Y,Switzerland
F,DDAF3B,DG400,D-KCWB,WB,Y,Y,Germany
I,3E5EAB,EB 28,D-KBAX,WB,Y,Y,Germany
F,4B4D7E,Ventus 2cT,HB-2263,WB,Y,Y,Switzerland
I,3EFAC7,Pik20D,D-6704,WB,Y,Y,Germany
F,DD4F4E,H36 Dimona,OY-XWB,WB,Y,Y,Denmark
F,DDAE85,Nimbus 4DM,HB-2339,WB,Y,Y,Switzerland
F,3E60D1,DG-800 LA,D-KBWB,WB,Y,Y,Germany
F,D01EF7,EB 28,D-KBAX,WB,Y,Y,Germany
F,DD95C2,PZL-104 Wilga,D-EWBG,WBG,Y,Y,Germany
F,DD9CC7,SF25,D-KBWC,WC,Y,Y,Germany
I,3D14BA,Robin DR 400,D-EGCG,WCG,Y,Y,Germany
F,DDDCB0,ASW-19,D-3841,WD,N,Y,Germany
I,3E6B63,DG-808B,D-KFWD,WD,Y,Y,Germany
F,DDAAC0,Duo Discus,D-5443,WD,N,Y,Germany
F,DDA322,Discus,D-KMWD,WD,Y,Y,Germany
F,DDAF87,Cirrus,D-1972,WD,N,Y,Germany
F,DD51DD,DG-100,G-DCWD,WD,N,Y,United Kingdom
I,A8B3D8,LS-4,N66WD,WD,N,Y,United States
F,DF0DAE,Ventus 2a,D-3297,WD,Y,Y,Germany
F,DF0C1B,Duo Discus XLT,D-KAWD,WD,Y,Y,Germany
F,DF0284,Ventus 2cxM,D-KSWE,WE,Y,Y,Germany
F,D02C62,ASW20,F-CGKS,WE,Y,Y,France
F,DDBCA1,ASG-29E,D-KJBO,WE,N,Y,Germany
I,AA39BA,Standard Libelle,N758WE,WE,Y,Y,United States
I,3EEB19,Ventus2a,D-2690,WE,Y,Y,Germany
F,DDC93C,DR400,D-EEWE,WE,Y,Y,Germany
F,D00FF0,ASG29E,D-KJBO,WE,Y,Y,Germany
I,3D1178,DR40,D-EEWE,WE,Y,Y,Germany
F,DDE264,ASW-20,F-CGKS,WE,Y,Y,France
I,FF5184,LibelleStd.,N758WE,WE,N,Y,United States
I,AD81F3,ASW-19,N97GS,WE,Y,Y,United States
F,DD9C67,ASW-20,D-5400,WER,Y,Y,Germany
I,3EED7A,Mosquito B,D-3299,WER,Y,Y,Germany
F,DDA27A,Mosquito,D-3299,WER,Y,Y,Germany
I,3EF5AF,ASW20,D-5400,WER,Y,Y,Germany
F,DDA280,HK36 Super Dimona,D-KWER,WER,Y,Y,Germany
F,3D4101,DV20,D-EWWF,WF,Y,Y,Germany
I,3D2A38,PA-28,D-EOFW,WFW,Y,Y,Germany
F,A2CD9D,Discus 2b,N28WG,WG,Y,Y,United States
F,D00CCE,Nimbus 3DT,D-KPWG,WG,Y,Y,Germany
F,3E6743,Ventus3M,2024,WG,Y,Y,Unknown
F,3E637A,Antares 20E,D-KCWG,WG,Y,Y,Germany
I,3E6E0A,AS33es,D-KGWG,WG,Y,Y,Germany
I,4B4B30,LS-4,HB-1673,WG,Y,Y,Switzerland
F,DD83B0,Ka-6,D-5267,WG,N,Y,Germany
F,DF109B,Ultralight,D-MNWG,WG,N,Y,Germany
I,4CA808,Aeroservice Guepy,F-JYOB,WG,Y,Y,France
I,3F066A,ASG29(e),D-9683,WG,Y,Y,Germany
F,DDA849,DG-300,D-4616,WG,Y,Y,Germany
F,DDA6E1,ASW-20,D-2875,WG,N,Y,Germany
I,3D117A,Cessna 172,D-EEWG,WG,Y,Y,Germany
F,DDA4E7,G-102 Club Astir IIIb,D-7452,WG,Y,Y,Germany
I,3EC872,Quintus M,D-KQWG,WG,Y,Y,Germany
I,4B4AC2,G 103 Twin II,HB-1563,WH,Y,Y,Switzerland
I,4849F0,Discus CS,PH-1025,WH,Y,Y,Netherlands
F,DDC341,LS4,G-CLGT,WH,Y,Y,United Kingdom
F,DD8265,ASK-21,D-3679,WH,N,Y,Germany
F,DDA6BB,Discus 2c,D-1271,WH,Y,Y,Germany
F,3ED6D4,Ventus3M,D-KWHW,WH,Y,Y,Germany
F,DDC259,ASH-26 E,SE-UTH,WH,N,Y,Sweden
I,A9AFFF,Pegase,N723PJ,WH,Y,Y,United States
I,3E5E33,Discus 2cT/18m,D-KAWH,WH,Y,Y,Germany
F,DDC2BE,LS-6 18,PH-1394,WHO,Y,Y,Netherlands
I,A3BA83,SGS 2-33,N33962,WHT,Y,Y,United States
F,DD9470,Standard Cirrus,OK-0954,WI,Y,Y,Czech Republic
F,DDB19E,Motorglider,D-KFWI,WI,N,Y,Germany
F,D02E59,Standars Cirrus,OK-0954,WI,Y,Y,Czech Republic
F,DD98E9,Discus CS,D-0298,WI,Y,Y,Germany
F,DDAE95,DG-1000,D-0697,WI,Y,Y,Germany
F,D02951,Glasflügel 304,D-8348,WI,Y,Y,Germany
F,3FF1E8,TL96,D-MUWI,WI,Y,Y,Germany
F,D00D9A,Duo Discus xlt,D-KDIN,WIM,Y,Y,Germany
F,3ED7F8,Ventus 3M,D-KTWC,WITCH,Y,Y,Germany
F,D02B2A,AS34 Me,D-KBWJ,WJ,Y,Y,Germany
F,DD8357,LS4,D-1370,WJ,Y,Y,Germany
I,4B50E7,SZD-55,HB-3136,WJ,Y,Y,Switzerland
F,DD5049,LS-1d,D-0440,WJ,Y,Y,Germany
I,3FFFFF,Duo Discus xT,D-KWKS,WK,Y,Y,Germany
F,A4D3C5,LS4a,N41WK,WK,Y,Y,United States
F,D03262,ASK 21,D-7459,WK,Y,Y,Germany
I,DF0F30,Arcus M,D-KTTK,WK,Y,Y,Germany
I,4CC41B,ASW25,TF-SWK,WK,Y,Y,Iceland
F,3D1C0E,P28B,D-EIWK,WK,Y,Y,Germany
I,4B4C5B,DG-300 WL,HB-1972,WK,Y,Y,Switzerland
F,DD82DD,Discus,D-6963,WK,Y,Y,Germany
I,3EEFEE,LS3a,D-3927,WK,Y,Y,Germany
I,3E68C6,EB28 edition,D-KEWK,WK,Y,Y,Germany
F,DDEB79,EB 28,D-KEWK,WK,Y,Y,Germany
F,3ED69C,Duo Discus XT,D-KWFS,WK,Y,Y,Germany
F,DDBBE6,ASW-28 18,D-KJFW,WK,Y,Y,Germany
I,3ED014,Arcus M,D-KTTK,WK,Y,Y,Germany
F,D0129D,Ventus 3M,D-KCWL,WL,Y,Y,Germany
F,DDEF24,Ventus 2cxM,D-KMWL,WL,Y,Y,Germany
I,A5D186,ASW-27B,N474S,WL,Y,Y,United States
F,A6959A,Glider,N523RR,WL,Y,Y,United States
F,DD9DAC,Std. Cirrus,D-2965,WL,N,Y,Germany
F,DDA2E0,Discus CS,D-4350,WL,Y,Y,Germany
I,3E637F,Ventus 3M,D-KCWL,WL,Y,Y,Germany
I,DDDEBF,ASH 26,ZS-GWL,WL,Y,Y,South Africa
I,4B48B3,Glider,HB-1036,WL,Y,Y,Switzerland
I,3E5E37,Ventus cM,D-KAWL,WL,Y,Y,Germany
F,DDA68D,ASW 15,D-0861,WL,Y,Y,Germany
F,DDAACB,Discus,D-4838,WL,N,Y,Germany
F,DD95CD,Cirrus,D-2965,WL,N,Y,Germany
F,DDEB85,Arcus M,D-KWLF,WLF,N,Y,Germany
F,3011D9,WOLF,WOLF1,WLF,Y,Y,Unknown
F,DDA9E6,DG-100,D-4737,WM,Y,Y,Germany
F,D02E5F,Glider,SP-3268,WM,Y,Y,Poland
F,DD4EE3,H303 Mosquito,ZS-GLB,WM,Y,Y,South Africa
I,484F40,Ventus cT,PH-1486,WM,Y,Y,Netherlands
F,D02D16,Arcus M,D-KEWM,WM,Y,Y,Germany
I,4B4E5A,ASW-20L,D-1270,WM,Y,Y,Germany
I,C02539,Libelle Club,C-FOCM,WM,Y,Y,Canada
F,DD9C06,Nimbus 2,OK-6441,WM,N,Y,Czech Republic
I,45E2ED,Ventus 2cM,OY-XWM,WM,Y,Y,Denmark
F,DF088B,Ventus 2cxaj,D-KJWM,WM,Y,Y,Germany
F,01BA19,Pilatus B4,OE-5425,WM1,N,Y,Austria
F,DD4F15,SZD-22C Mucha Standard,OE-0534,WM2,N,Y,Austria
F,DDAA4E,Mucha,D-7479,WM2,Y,Y,Germany
F,3ED741,ASH31,WMB,WMB,Y,Y,Unknown
F,DDEB2B,ASH-31 Mi,D-KWMB,WMB,Y,Y,Germany
I,3D1C11,Robin DR 400,D-EIWN,WN,Y,Y,Germany
I,3D0C39,Robin DR 400,D-ECWN,WN,Y,Y,Germany
F,DDB169,Duo Discus XT,D-KWOB,WN,Y,Y,Germany
F,DDC3B4,ASH 25e,D-KKCO,WN,Y,Y,Germany
I,7C2185,ASW-17,VH-GWN,WN,N,Y,Australia
F,D003B3,DDxT,D-KWOB,WN,Y,Y,Germany
I,3E5E39,Glider ASW20 L,D-KAWN,WNB,Y,Y,Germany
I,D0203F,Duo Discus XLT,D-KBKW,WO,Y,Y,Germany
I,3E5FAE,Duo Discus XLT,D-KBKW,WO,Y,Y,Germany
F,DD9A14,DG-500,OE-5686,WO,N,Y,Austria
F,DDDF25,Duo Discus xt,D-KBKW,WO,N,Y,Germany
F,DDEFD6,ARCUS T,D-KROW,WO,Y,Y,Germany
I,3E6B6E,Ventus 3TP,D-KFWO,WO,Y,Y,Germany
F,DDFD99,LS3a,D-6827,WO,Y,Y,Germany
I,AD0B8A,ASW-20,N94HM,WO,Y,Y,United States
F,5E0526,DJI Inspire 2,WOHADRONE,WOHA,Y,Y,Unknown
F,3ED77E,ASH26E,D-KWOK,WOK,Y,Y,Germany
F,DDEA0C,ASH-26 E,D-KWOK,WOK,Y,Y,Germany
I,A59BD2,Stemme S10,N460YS,WOW,N,Y,United States
F,C03B9E,Cessna 150,CF-WOZ,WOZ,Y,Y,Canada
I,407723,Glider,G-CLWP,WP,Y,Y,United Kingdom
F,DD994E,Discus B,D-7179,WP,Y,Y,Germany
F,D02D26,Ventus C,OK-1714,WP,Y,Y,Czech Republic
F,D02C73,Ka-6E,D-0196,WP,Y,Y,Germany
I,000296,Glider,N60RH,WP,Y,Y,United States
I,DF09C6,ASG29E,VH-VWP,WP,Y,Y,Australia
F,1E8D84,Ventus 2M,N0000,WP,Y,Y,United States
F,DDC47D,LS-6,D-1910,WP,Y,Y,Germany
F,DF0842,Grob Twin Astir I,D-7797,WP,N,Y,Germany
I,7C6D77,ASG29E,VH-VWP,WP,Y,Y,Australia
I,484D90,SZD-30 Pirat,PH-430,WP,Y,Y,Netherlands
F,D002C9,LS-4,D-4029,WPH,Y,Y,Germany
F,DDB3B2,Ventus,WPP,WPP,Y,Y,Unknown
F,9D9273,ASH-26E,VH-WPT,WPT,Y,Y,Australia
I,7C718F,ASH-26E,VH-WPT,WPT,Y,Y,Australia
I,7C2188,Janus,VH-GWQ,WQ,Y,Y,Australia
F,DD98AA,Ventus 2CX,D-4002,WQ,N,Y,Germany
I,F64454,Akaflieg Experimental,WQ88,WQ,N,Y,Unknown
F,DDB36C,PIK-20 B,VH-WQF,WQF,Y,Y,Australia
I,7C71A8,Astir CS,VH-WQI,WQI,Y,Y,Australia
I,3ECCA2,DG 400,D-KSLM,WR,Y,Y,Germany
F,DDAA98,DG-800,D-KEWR,WR,N,Y,Germany
F,DDAB23,Piccolo,D-KAWR,WR,Y,Y,Germany
I,251110,LS-1,VH-GWR,WR,N,Y,Australia
F,DD01FE,DA40,D-ENWR,WR,Y,Y,Germany
F,DDFAF1,DG-800,D-KTWR,WR,N,Y,Germany
F,DD9B15,LS-8 18,D-0061,WR,Y,Y,Germany
I,3D2949,DA40,D-ENWR,WR,Y,Y,Germany
F,DD8D40,DG-400,D-KDWR,WR,Y,Y,Germany
F,DDDE65,SZD 48-3 Jantar Std3,SP-3877,WR,Y,Y,Poland
I,A02470,ASW-27,N108WR,WR,Y,Y,United States
F,DDDED0,Nimbus 4DM,D-KVWR,WR,Y,Y,Germany
I,C82253,Tecnam P2002-JF UL,ZK-WRA,WRA,Y,Y,New Zealand
I,C03BE6,DG-1000s,C-FWRT,WRT,Y,Y,Canada
I,3E78A6,DG-800B,D-KKWS,WS,Y,Y,Germany
F,DF0852,Ventus-2cxM,D-KXXX,WS,Y,Y,Germany
F,DD97BE,C 42,D-MVWS,WS,Y,Y,Germany
F,DD97FD,Piccolo B,D-KSWS,WS,Y,Y,Germany
F,DD9A0D,Ventus 2,D-7360,WS,Y,Y,Germany
O,3E78A6,DG808b,D-KKWS,WS,Y,Y,Germany
F,DD8261,LS-8 18,D-7437,WS,N,Y,Germany
I,C00F9D,DG300,C-FFXS,WS,Y,Y,Canada
I,484B41,ASK-21,PH-753,WS,Y,Y,Netherlands
I,AB61CD,ASG-32Mi,N832WS,WS,Y,Y,United States
I,AC6F3D,DG-200,N900AS,WS,N,Y,United States
F,4B4DF8,DG808B,HB-2385,WS,N,Y,Switzerland
F,DF0A99,ASH 26e,D-KBWS,WS,Y,Y,Germany
F,D01366,AS33ES,OH-1033,WS,Y,Y,Unknown
I,3EF59D,DG1001neo,D-5382,WS,Y,Y,Germany
F,D01D46,Duo Discus,D-5299,WSi,Y,Y,Germany
F,D01D48,Ventus-2cM,D-KALZ,WT,Y,Y,Germany
I,3EFA14,ASW20,D-6525,WT,Y,Y,Germany
F,3EDAFB,ASH31MI,D-KXWT,WT,Y,Y,Germany
I,A72697,Stemme S10vt,N56WT,WT,Y,Y,United States
F,DD9BB0,Ka 8b,D-8412,WT,Y,Y,Germany
F,DDEC11,Arcus M,D-KNJK,WT,Y,Y,Germany
I,4B4EB1,DG-1001E,HB-2570,WT,Y,Y,Switzerland
F,DDB22B,LS-4,D-3360,WT,N,Y,Germany
I,3D06F7,WT9,D-EAWT,WT,Y,Y,Germany
I,3FED99,WT9 Dynamic,D-MDWT,WT,Y,Y,Germany
F,407A1E,Arcus,G-CLSS,WT,Y,Y,United Kingdom
I,44078B,WT9 Turbo Dynamic,OE-7135,WT9,Y,Y,Austria
F,4B3CB1,Dynamic WT9 turbo LSA,HB-WZP,WT9,Y,Y,Switzerland
F,440618,WT9,OE-7148,WT9,Y,Y,Austria
I,440434,WT9,OE-7127,WT9,Y,Y,Austria
F,44C716,WT9 Turbo Dynamic,OE-7135,WT9,Y,Y,Austria
I,48542E,LS8-18,PH-1585,WTF,Y,Y,Netherlands
F,DD5309,LS-4,D-7608,WU,Y,Y,Germany
F,DDDCD8,Cirrus,D-0691,WU,Y,Y,Germany
F,DD9A6C,ASW-20,D-1637,WU,Y,Y,Germany
F,DDA470,ASK-13,OO-ZWU,WU,Y,Y,Belgium
F,D027DB,LS3,VH-WUF,WUF,Y,Y,Australia
F,DF0AAA,Astir,VH-WUM,WUM,Y,Y,Australia
I,7C723C,Astir CS,VH-WUM,WUM,Y,Y,Australia
I,7C723E,Astir CS,VH-WUO,WUO,Y,Y,Australia
F,DDE7C8,LS6,VH-GWV,WV,Y,Y,Australia
I,3E6B75,Ventus 3TP,D-KFWV,WV,Y,Y,Germany
F,DDE3E0,Grob Jeans Astir,OE-5740,WV,N,Y,Austria
F,DDB501,PIK-20 B,VH-WVF,WVF,Y,Y,Australia
I,7C7262,Astir CS,VH-WVO,WVO,Y,Y,Australia
F,DDE6FB,WT9 DYNAMIC,F-JUWW,WW,Y,Y,France
F,DDDE9F,EB 28,D-KCTP,WW,N,Y,Germany
I,A1FFDA,ASH31Mi,N411WW,WW,Y,Y,United States
F,DDDED3,Glasfluegel 304,D-5865,WW,Y,Y,Germany
F,DF00AA,Ventus 2cxT,C-FYSG,WW,N,Y,Canada
F,DD992D,LS-4,D-7606,WW,N,Y,Germany
I,C028EA,ASW24,C-FPMV,WW,Y,Y,Canada
F,DD82E2,Ventus c,D-5055,WW,N,Y,Germany
I,4B4B99,G 103 A Twin II Acro,HB-1778,WW,Y,Y,Switzerland
F,DDA436,Ventus 2cxM,D-KFWW,WW,Y,Y,Germany
I,4B511F,Ventus 2c,HB-3192,WX,Y,Y,Switzerland
F,DD4F78,Duo Discus XLT,D-KUTE,WX,Y,Y,Germany
I,A40BFD,Discus BT,N36WX,WX,Y,Y,United States
I,A6AF18,Discus 2,N53LK,WX,Y,Y,United States
F,DD89AE,ASW-20,OK-3759,WX,Y,Y,Czech Republic
F,DD9ABE,Duo Discus WL,D-7458,WY,N,Y,Germany
F,DDBEAE,LS-3,D-2624,WY,Y,Y,Germany
F,3EEB17,Glider,D-2XXX,WY,Y,Y,Germany
I,3D413F,DA-20,D-EWYP,WYP,Y,Y,Germany
F,DDBF8F,Towplane,ZS-GWZ,WZ,N,Y,South Africa
F,DDA9E8,Grob Astir CS-77,OO-ZWZ,WZ,Y,Y,Belgium
I,7C2191,Janus,VH-GWZ,WZ,Y,Y,Australia
F,DD9E6E,ASW-27,D-2578,WZ,Y,Y,Germany
F,DDB1A7,Husky A-1,D-ETWZ,WZ,N,Y,Germany
F,DDEF62,Kestrel,D-0521,WZ,Y,Y,Germany
F,D006DA,Ventus 3M,D-KTWZ,WZ,Y,Y,Germany
F,DD9BA0,Discus 2c,D-1026,WZ,Y,Y,Germany
F,1149D6,Paraglider,UNREGISTERED,Wally.pg,Y,Y,Unknown
I,DDEFF8,Ventus2cxt,D-KAPY,X,Y,Y,Germany
F,D0148E,LS8-neo,OY-TNX,X,Y,Y,Denmark
I,A4A9FD,ASW20,4XA,X,Y,Y,Unknown
F,DDD348,Marianne,F-CGMX,X,N,Y,France
I,4845F3,DG100,PH-869,X,Y,Y,Netherlands
F,DDB2CF,LS-8,X-X,X,N,Y,Unknown
F,D02A2D,Glider,LY-GTH,X,Y,Y,Lithuania
F,DD9311,ASW-15,OE-0862,X1,N,Y,Austria
F,DD9CDA,LS-6,D-5061,X1,N,Y,Germany
F,DD4E55,LS-3,D-3087,X1,Y,Y,Germany
F,DD4EEE,ASK-21,OY-XMF,X1,Y,Y,Denmark
F,39265B,Experimental,VH-NHN,X1,N,Y,Australia
F,32F759,ASW20FL,SP-4322,X11,Y,Y,Poland
I,40544A,Ventus 2cxT,G-DKFU,X11,N,Y,United Kingdom
F,D021CE,LS-4,D-KTZM,X13,Y,Y,Germany
F,D01DD3,Glider,G-CKHE,X17,Y,Y,United Kingdom
I,A82385,SGS 1-26R,N623XX,X2,Y,Y,United States
F,DDAAB3,Twin II,D-3566,X2,Y,Y,Germany
F,D014F8,Rolladen Schneider LS3a,OY-XJY,X2,Y,Y,Denmark
F,DD835A,LS-7,D-3872,X2,Y,Y,Germany
F,DDB12B,ASW 27,D-9527,X27,Y,Y,Germany
I,A0A808,Grob Astir CS,N141SS,X3,N,Y,United States
F,DDDA75,LS-3,SE-TTM,X3,N,Y,Sweden
I,DDEA90,Mosquito b,D-7598,X3,Y,Y,Germany
F,D00434,ASW-20,HA-2020,X34,N,Y,Hungary
F,DDE648,LS-6,OY-XNR,X4,Y,Y,Denmark
I,4B4C6D,Discus,HB-1990,X4,N,Y,Switzerland
F,DDA6EF,Mosquito,D-9002,X4,N,Y,Germany
F,DD9A7B,LS-4,D-4235,X4,Y,Y,Germany
F,DDEBC1,ASW28-18E,G-CLFZ,X44,Y,Y,United Kingdom
F,DDDA3A,ASW-20,F-CFLK,X49,Y,Y,France
F,D02897,Duo Discus,D-8291,X5,Y,Y,Germany
F,DDE3EA,LS-3,OY-XKP,X5,Y,Y,Denmark
I,DDDDB4,LS3,SE-TRD,X5,Y,Y,Sweden
F,DDE1E7,ASW-20,F-TFUL,X55,N,Y,France
F,DDE1DC,ASW 20 F,SP-4192,X56,Y,Y,Poland
I,48517C,Discus bt,1554,X6,N,Y,Unknown
F,DF0BB2,Ventus-2cxM,HB-2527,X6,Y,Y,Switzerland
F,DDDCD2,LS-3,SE-TTN,X6,Y,Y,Sweden
I,4B4E86,Ventus-2cxM,HB-2527,X6,Y,Y,Switzerland
F,D02BA0,LS4A,OY-XKV,X7,Y,Y,Denmark
F,3EFE59,ASW 20,D-7618,X7,Y,Y,Germany
F,DDDAD9,LS-3,SE-TTL,X7,Y,Y,Sweden
F,405D8D,Antares 18T,G-CKSF,X7,Y,Y,United Kingdom
I,3E72F6,Arcus T,D-KISS,X7,Y,Y,Germany
F,DDD289,LS-4,D-0604,X8,N,Y,Germany
F,DD5285,LS4-b,D-0604,X8,Y,Y,Germany
F,DDBDA0,LS8-18,G-CHZG,X8,Y,Y,United Kingdom
F,D00379,LS-8,D-9801,X8,Y,Y,Germany
F,DDA4B5,ASW-20,D-XXXX,X89,Y,Y,Germany
I,F70528,ASW-20,D-9089,X89,Y,Y,Germany
F,DDEC1F,LS-8,D-2209,X9,Y,Y,Germany
I,405123,Discus 2cT,G-CKOK,X9,Y,Y,United Kingdom
F,DD4EDF,Discus,OY-XOK,X9,N,Y,Denmark
I,C808D6,Cirrus,ZK-GXA,XA,Y,Y,New Zealand
F,40762A,Ventus 3TS,G-CKYO,XA,Y,Y,United Kingdom
F,3E7B52,JS3 RES,D-KLXA,XA,Y,Y,Germany
F,DF038B,Discus bt,D-KFXA,XA,Y,Y,Germany
F,DD9F26,Grob Std. Astir II,F-CEXA,XA,Y,Y,France
F,DDEC85,Ventus 2cxM,HB-2494,XA,Y,Y,Switzerland
I,485F93,ASW20,PH-1676,XA,Y,Y,Netherlands
F,DDB24B,DG-1001,D-5257,XA,Y,Y,Germany
I,39987B,ASW 20,F-CSGM,XA,Y,Y,France
I,F91552,Quintus,D-KWAB,XAB,Y,Y,Germany
F,DD95DC,LAK 17 A FES,S53308,XAX,Y,Y,Unknown
F,DDF047,Janus,EC-GXB,XB,Y,Y,Spain
I,4B4E21,Antares 20 E,HB-2426,XB,Y,Y,Switzerland
F,A7C49C,ASW-27,N6XB,XB,Y,Y,United States
F,DF121F,Discus 2b,VH-XBY,XBY,Y,Y,Australia
F,DF26D3,Discus 2b,VH-XBY,XBY,Y,Y,Australia
F,DD842D,DG-300,D-1966,XC,Y,Y,Germany
F,D020EC,STD Cirrus,OK-7707,XC,Y,Y,Czech Republic
I,C808D7,Discus,ZK-GXC,XC,N,Y,New Zealand
F,DD97C2,Duo Discus,OO-ZXC,XC,Y,Y,Belgium
F,DD87DB,Ka-7,D-5029,XC,Y,Y,Germany
F,A3E484,JS3,N35XC,XC,N,Y,United States
I,A6B9EB,ASG32Mi,N532XC,XC,Y,Y,United States
F,DD8A43,Discus,D-7176,XC,N,Y,Germany
I,4863E7,LS8-18,PH-1657,XC,Y,Y,Netherlands
F,485450,ASW-20L,C-GXCB,XC,Y,Y,Canada
I,4B4D95,Ventus 2ct,HB-2286,XC,Y,Y,Switzerland
F,DF216D,Discus 2b,D-4090,XC,Y,Y,Germany
I,3E68D8,JS 3,D-KEXC,XC,Y,Y,Germany
I,3EF80D,Discus CS,D-6006,XC,Y,Y,Germany
I,A2F532,ASG29,N29XD,XD,Y,Y,United States
F,DD8675,LS-4,D-1599,XD,Y,Y,Germany
I,A7C49E,Discus,N6XD,XD,Y,Y,United States
F,DDA3B7,Cessna 172,D-EDXD,XD,Y,Y,Germany
F,DF175A,ASW-20,D-0745,XD,Y,Y,Germany
F,DF26D9,Ventus 2cM,D-KFWS,XE,Y,Y,Germany
F,DF22A6,Ventus 2cM,D-KFWS,XE,Y,Y,Germany
I,A45CDA,Mini Nimbus,N38OS,XE,Y,Y,United States
F,DD82E8,ASK-21,D-3237,XE,Y,Y,Germany
F,DDF127,Discus 2b,D-2348,XE,Y,Y,Germany
F,DF016A,ASW-19,C-GMTN,XE,N,Y,Canada
F,DDE1EC,D140ER,F-SDXE,XE,Y,Y,France
I,4B517B,LS-8 18,HB-3284,XF,Y,Y,Switzerland
I,4AD706,Duo Discus xlt,SE-UXF,XF,Y,Y,Sweden
I,C810E8,PW-5,ZK-GXF,XF,Y,Y,New Zealand
F,D012D8,LS4b,F-CHPB,XF,Y,Y,France
I,D00CE5,Discus 2C FES,F-CXFC,XFC,Y,Y,France
I,4B51A8,SZD-55,HB-3330,XG,Y,Y,Switzerland
F,DDB128,Discus b,D-1661,XG,Y,Y,Germany
F,DD8200,Ka-6,D-8735,XG,Y,Y,Germany
F,DD990D,Duo Discus,D-5316,XG,Y,Y,Germany
F,DF0800,Duo Discus xlt,D-KBXG,XG,N,Y,Germany
F,DDABBF,TWIN III,F-CGXG,XG,Y,Y,France
F,DDDEC8,Discus 2c,ZK-GXG,XG,N,Y,New Zealand
I,4B3D61,Helicopter,HB-XGJ,XGJ,N,Y,Switzerland
F,DDB583,Ventus 2cxT,XGK,XGK,N,Y,Unknown
F,DD4F49,Duo Discus t,OY-XXH,XH,Y,Y,Denmark
I,3E60F1,Ventus cM,D-KBXH,XH,Y,Y,Germany
F,DD96A5,Ventus cM,D-KBXH,XH,N,Y,Germany
F,DDFA3E,LS-8/18,D-2836,XH,Y,Y,Germany
F,DDDFC5,LS-8 18,VH-XHY,XHY,N,Y,Australia
F,DDDC57,ASW-20,F-CERX,XI,Y,Y,France
F,DDE7BD,LS-4,OE-5646,XI,N,Y,Austria
F,DDD8A7,Grob Twin Astir III,F-CGXI,XI,Y,Y,France
F,DDEE7A,Ventus 2a,HB-3325,XI,Y,Y,Switzerland
I,AB2829,DG-800,N818MB,XI,N,Y,United States
F,DDE5DF,Kestrel,SE-UTF,XIX,N,Y,Sweden
F,DDEF07,DG-200,OK-7420,XJ,Y,Y,Czech Republic
F,D02B98,Jantar 3,VH-XJE,XJE,Y,Y,Australia
I,7C75B8,Jantar 3,VH-XJE,XJE,Y,Y,Australia
I,4B3DB6,Helicopter,HB-XJQ,XJQ,Y,Y,Switzerland
F,4B4CBD,DG 400,HB-2070,XK,Y,Y,Switzerland
I,C0826C,Cessna 150,C-GXKD,XKD,Y,Y,Canada
I,4063C9,Duo Discus XLT,G-CLFX,XL,Y,Y,United Kingdom
F,DD9263,Grob Astir CS,D-4267,XL,N,Y,Germany
I,A1E027,Glider,N22RH,XL,N,Y,United States
F,DDEA34,ASH-25 MI,OY-MXL,XL,N,Y,Denmark
F,DF2217,Duo Discus,D-4094,XL,Y,Y,Germany
I,7C21A7,SZD30 Pirat,VH-GXL,XL,Y,Y,Australia
F,DDBF57,Nimbus 3DM,D-KBGG,XL,N,Y,Germany
F,DDE02E,Duo Discus xlt,D-KIXL,XL,Y,Y,Germany
F,DDEB74,LS-8,HB-3318,XL,N,Y,Switzerland
F,3E78B9,Ventus2cM,D-KKXL,XL,Y,Y,Germany
F,DDF0F2,Discus 2c FES,G-CLUZ,XL5,Y,Y,United Kingdom
I,A4A8AB,Genesis 2,N4HN,XL5,N,Y,United States
F,DD82C5,ASW-20,D-3386,XLR,Y,Y,Germany
F,3EEDD1,ASW-20,D-3386,XLR,Y,Y,Germany
I,4B3DEC,Helicopter,HB-XLS,XLS,Y,Y,Switzerland
F,DDE1F4,D140ER,F-SDXM,XM,Y,Y,France
F,DDDF52,Ventus 2cxM,D-KXXM,XM,N,Y,Germany
F,DDEFB1,ASH-31 Mi,D-KMXM,XM,N,Y,Germany
F,D00931,Ventus 2cxM,D-KXXM,XM,Y,Y,Germany
